x,decibel
980.46,-24.676352
1101.31375,-21.649960
1184.47625,-22.196323
839.225,-22.621508
1108.89375,-23.058458
948.71,-23.660753
1046.43125,-24.102858
1030.5175,-24.300390
818.4575,-24.635359
967.85625,-25.116604
874.11,-23.098499
627.83,-24.480505
126.82625,-26.108734
156.61375,-27.850531
1207.19875,-24.057535
716.07625,-25.259796
1592.57,-19.756317
1499.46375,-20.298599
849.4825,-21.081675
588.7875,-22.577211
1444.345,-22.160547
1500.2675,-21.049210
1190.95,-21.537951
1115.72,-21.431314
1274.31,-21.648430
1086.42875,-22.195745
706.09375,-23.184164
569.69625,-23.938044
316.58125,-25.887300
4208.485,-6.839664
4381.63125,-7.997968
4680.625,-9.406994
5640.65375,-8.743040
3537.7275,-9.716014
1946.89625,-12.052773
1371.68,-13.570499
2435.925,-14.685499
2271.52375,-15.619419
478.45625,-17.261837
194.37,-19.065668
392.13875,-20.991337
315.98125,-22.613796
186.815,-24.244909
145.77125,-26.438860
1322.2075,-21.901714
1248.83375,-20.393692
2293.07875,-13.159347
2834.755,-12.482008
1901.925,-13.997541
1222.6875,-14.898419
954.79125,-16.063963
561.5875,-18.340982
166.07375,-20.160355
204.59,-21.959801
419.12,-24.126585
1703.44125,-20.677282
1398.81375,-19.463348
1349.8175,-18.890137
1213.64625,-19.658314
2468.2875,-19.789392
1047.13125,-19.436584
1057.28625,-20.282305
746.83,-21.187140
735.2075,-22.836496
650.2425,-23.934324
259.29875,-25.267105
211.93125,-27.508875
152.245,-28.996246
206.53875,-30.398420
1633.86125,-22.187218
1346.245,-22.424519
473.37,-23.522797
97.07875,-26.037344
1064.62375,-16.266682
1882.5125,-17.119383
1257.24875,-18.660412
1159.705,-19.673166
958.05625,-21.136793
326.11625,-22.719042
184.85875,-24.245506
117.715,-26.805498
85.135,-28.364542
81.68625,-30.026909
97.79375,-31.765404
115.49375,-33.022533
196.15625,-34.220459
186.16375,-32.836853
114.94875,-33.855335
814.935,-22.844088
1534.10625,-20.816095
1117.5525,-21.724819
223.16875,-23.147461
966.84375,-21.299255
685.34125,-22.793333
1307.025,-21.044449
1076.3025,-21.889517
555.635,-22.630295
147.82375,-24.211220
187.75,-26.605375
374.4175,-27.821051
102.11,-29.218897
162.0425,-31.077822
71.065,-31.997799
72.30125,-33.158379
143.84375,-34.263344
151.59,-34.635838
151.0025,-35.121712
106.4725,-36.293900
48.01,-33.827168
100.0825,-34.909752
297.37125,-32.922916
2065.16375,-20.877674
1906.7225,-17.994383
1428.83625,-18.501066
1407.0425,-19.479689
3148.18875,-14.428756
1379.05875,-15.827268
1192.5425,-17.121826
868.82125,-18.514210
951.27125,-19.418411
562.59,-20.775631
183.945,-23.223196
115.33,-24.965403
78.175,-26.725168
95.9075,-29.041332
158.18375,-30.268591
335.60875,-30.808962
262.26375,-31.572485
327.50625,-32.047634
370.2,-32.224972
111.69375,-33.325226
56.61125,-34.496330
67.06625,-35.448841
1873.53625,-14.709685
2197.01875,-15.490330
1303.48125,-16.607752
907.83375,-18.337656
1171.68625,-19.279720
1088.54,-20.004814
1368.54,-20.601601
647.40625,-21.954199
845.01625,-23.267042
1159.205,-20.125021
130.46,-21.834909
580.53875,-20.771597
2085.2775,-16.223902
1555.9025,-17.201101
957.4825,-18.953045
996.58875,-19.868534
996.58875,-20.933594
822.60625,-22.558250
994.06625,-23.408037
944.1275,-23.586426
980.3225,-24.449163
702.985,-24.947628
260.67875,-26.270018
652.65375,-22.747625
1270.8475,-21.346552
1091.11375,-21.782967
1948.375,-18.965294
2622.49875,-13.511386
1919.35375,-14.067435
935.26,-16.387760
672.39,-17.909225
830.96375,-19.187155
858.8,-20.988001
755.37125,-21.679714
399.7975,-22.997274
296.28625,-25.199598
248.265,-26.501791
158.61625,-28.009377
873.49125,-20.130363
2306.67375,-19.606703
2329.395,-16.113688
1332.53875,-17.365122
1136.18875,-18.410532
977.70625,-19.857277
850.9875,-20.998201
542.25125,-22.154902
1356.92,-19.766739
1784.45,-19.085714
1212.85,-19.634022
1125.0275,-20.840897
556.0075,-22.094498
608.14625,-23.059141
1276.98875,-20.611364
1089.045,-21.314104
1099.345,-22.140512
636.01875,-23.447058
233.6725,-25.062494
208.33375,-26.507204
569.265,-27.813892
988.86875,-24.687773
952.84875,-22.460615
354.7825,-24.380764
186.755,-25.883181
769.95,-24.752396
1293.765,-23.087952
1330.9275,-20.109081
2028.6775,-18.781214
1592.9375,-19.406956
1458.30875,-19.683670
1408.7675,-20.214136
2061.67625,-16.955408
1440.0775,-17.660433
1345.47,-18.680586
1147.475,-19.867931
207.75875,-21.699780
150.90375,-23.418606
399.4575,-25.451540
1263.1175,-23.130787
1127.45125,-23.169521
909.06125,-23.569365
933.0425,-22.826071
1005.31625,-23.817331
890.04875,-24.439917
786.49,-25.147072
323.9825,-27.003618
164.1575,-28.508291
151.10625,-29.671442
170.81125,-31.151661
227.59375,-31.905529
257.81,-32.523346
223.185,-33.200359
229.0025,-33.958847
112.36375,-34.872475
151.66875,-35.761734
1574.2625,-20.642426
1244.65125,-21.076811
237.4525,-23.297573
739.475,-24.217663
1209.87875,-23.564150
2144.98875,-17.203743
1802.16,-17.763521
1362.95375,-18.633984
928.51875,-20.197931
853.7125,-21.025433
689.82125,-21.947348
354.66125,-23.932919
142.945,-25.597113
989.70875,-21.570116
700.925,-22.402821
1193.72375,-21.951710
1465.19625,-18.511431
1278.2675,-19.409166
1087.44,-20.151411
919.57125,-21.413803
758.06625,-22.725760
637.45125,-23.891701
727.45125,-24.885490
879.79625,-25.170982
642.655,-26.093195
210.72625,-28.043308
93.5275,-29.462770
59.07875,-30.856867
52.04625,-32.835625
484.16375,-23.929049
604.3175,-24.753691
918.0575,-21.845167
1001.1675,-22.490894
872.56875,-23.178133
449.35125,-24.795105
191.0475,-26.211706
152.745,-27.599136
97.45625,-29.876768
48.5925,-30.947178
33.9025,-31.918600
39.91875,-33.453674
56.90875,-34.519527
82.79875,-35.259121
106.515,-35.765137
83.87125,-35.866035
111.835,-36.328674
109.14625,-36.782619
113.33375,-33.994694
94.55625,-35.236076
48.33375,-36.374420
29.45625,-37.269054
28.665,-37.809212
44.3875,-36.582069
137.7825,-37.109165
235.91375,-34.607418
904.72875,-23.141644
1035.62875,-23.135063
951.71875,-23.836565
994.66125,-24.180132
703.9,-25.471067
1335.80125,-21.981688
1079.3525,-22.525936
1064.41125,-21.903067
972.29625,-23.049114
1035.28375,-23.447321
1103.54375,-21.631048
307.78125,-23.912519
636.3775,-24.798563
199.1575,-26.072912
228.15625,-28.035284
905.62625,-28.431507
1457.68625,-17.191818
1034.80375,-19.069921
796.96625,-20.586039
796.6175,-22.039480
1003.20875,-22.601782
574.905,-24.319029
1191.13,-23.559593
210.8125,-25.219980
218.7875,-26.636738
92.1025,-28.934525
490.7175,-24.426003
799.2725,-23.985064
1259.7775,-21.205627
1262.92125,-20.071316
992.99,-20.856977
742.40125,-21.909632
571.40375,-22.805626
764.4,-23.769545
223.385,-25.857302
138.43625,-27.245398
1712.73625,-20.308310
2036.18875,-18.531084
834.2275,-20.025362
827.81125,-21.051069
359.0925,-23.344442
354.11625,-24.638710
132.34125,-26.356644
548.985,-23.022148
983.7425,-23.630087
487.555,-24.702597
250.41125,-26.825584
654.14625,-25.988245
1122.44625,-24.954052
936.01375,-24.081827
843.885,-24.775608
911.62,-25.219999
1024.27875,-22.361456
1201.86625,-21.080812
562.5075,-23.032663
753.1775,-24.120834
554.96875,-24.936565
297.01,-26.569006
416.62,-27.866461
744.9925,-22.307289
490.06375,-23.965820
183.93375,-25.544353
1032.29,-25.180025
963.60625,-24.601454
869.6525,-24.814920
247.5275,-26.252798
259.78125,-28.356352
546.20875,-28.957207
1182.40375,-21.482647
969.865,-22.408701
785.87875,-23.686155
380.0525,-24.935772
888.495,-25.911129
662.26625,-26.644266
699.08625,-25.961514
675.2175,-26.787422
291.7875,-27.859854
681.815,-26.942692
485.765,-27.918608
172.245,-29.287392
59.4025,-30.593931
54.525,-32.422531
44.2825,-33.647022
53.60625,-35.451344
63.8975,-36.232090
49.57125,-37.154362
46.29125,-35.481388
62.625,-36.011223
60.08125,-36.829586
48.3425,-38.008106
57.985,-35.606358
49.10625,-36.257843
48.75375,-37.049263
51.46,-37.703827
59.58875,-38.269543
52.0375,-37.310581
48.77625,-35.583191
43.775,-35.986683
28.81,-36.487957
26.09375,-37.757988
33.96125,-38.380589
33.1,-35.067692
31.72125,-36.101456
50.5925,-33.199951
17.77,-34.757454
18.005,-35.450260
21.23,-36.245461
201.8225,-30.134087
957.77125,-21.778593
948.55875,-22.527882
1109.13875,-21.824322
597.29625,-23.347662
532.4725,-24.350962
230.46625,-26.414770
195.14,-27.799742
470.12,-29.247585
187.9425,-30.129057
206.53,-30.812969
261.24875,-31.975405
211.2925,-32.889919
142.135,-33.864956
200.0975,-34.815071
150.56125,-34.981815
350.21375,-29.164419
139.65625,-30.893087
107.14875,-31.934187
136.94,-32.687634
318.08125,-30.750872
158.995,-31.758814
152.19625,-32.797935
141.4225,-33.916130
141.405,-33.730488
137.15125,-34.509544
132.00375,-34.676792
147.75,-35.466618
124.4825,-34.575043
112.04375,-35.159214
91.3375,-35.869778
125.0075,-36.677086
118.98125,-34.112625
165.4375,-31.144339
162.76,-31.753775
139.9775,-32.899841
170.08375,-33.470520
140.41,-32.843929
216.88,-31.661175
181.39375,-32.400883
115.48,-33.193306
184.005,-34.739803
631.38125,-27.833719
861.77125,-24.511078
264.50375,-25.653465
220.09625,-27.191952
118.50875,-29.260719
172.24875,-30.114244
179.9425,-30.559011
203.47,-31.751453
198.0025,-32.480385
241.9125,-30.476036
286.81625,-28.348356
677.61,-23.129784
1580.0425,-21.904503
2159.4625,-20.023878
1093.86,-21.146038
761.075,-22.034515
287.1025,-24.432171
256.23875,-25.787596
1727.815,-18.839571
1525.325,-18.666578
871.35125,-20.253540
2551.065,-17.941626
1251.62125,-18.824547
2456.73,-15.999555
2018.05125,-16.587835
1776.5725,-17.602533
1155.1675,-18.799553
906.51875,-19.934416
845.05875,-21.532650
943.04125,-22.322033
877.98125,-23.376511
909.49,-24.367258
710.44125,-25.115746
760.74375,-25.326374
571.18625,-25.891775
192.61875,-27.465191
219.7225,-29.312786
229.16875,-30.588474
532.9625,-31.495348
889.96625,-24.226740
477.05125,-24.919222
2010.11125,-25.807465
3790.65375,-11.035571
2770.285,-12.006751
2813.49375,-11.247428
847.885,-13.601501
2404.2675,-11.597395
915.85375,-13.239106
506.7525,-15.978609
124.33625,-17.866488
280.215,-19.437929
197.37875,-21.916183
168.07,-23.650286
131.1025,-25.414976
