x,decibel
1546.07125,-18.175491
845.8075,-19.214710
558.11625,-21.373131
221.44625,-23.020491
678.635,-23.218983
1096.115,-19.751322
1016.07125,-19.963177
1038.03125,-20.559439
1321.19625,-19.506039
1130.99625,-20.401554
813.995,-21.408232
321.02,-23.643957
96.52375,-25.268757
1416.8325,-15.780930
2126.47875,-17.145250
1622.39125,-17.973778
1278.35,-18.637915
1088.93125,-19.519562
847.9175,-20.691086
647.97375,-22.429552
631.355,-23.427591
811.80125,-23.945150
534.47125,-25.714758
241.385,-26.886742
91.9225,-28.498276
89.46625,-30.532328
205.365,-31.365841
176.70125,-32.254700
271.3025,-33.164352
684.1775,-23.384203
758.97875,-24.283150
532.4475,-25.597849
394.74875,-26.426279
2465.35125,-18.082937
2186.7825,-15.026368
1192.09125,-16.529739
351.33,-18.103191
582.04625,-19.922117
1483.88625,-18.173147
1120.06375,-19.480349
1646.33625,-20.593666
2197.87625,-15.297571
1905.3125,-16.302071
1573.62375,-17.442921
1089.73625,-18.544064
554.965,-20.066319
1177.695,-20.846733
1483.25125,-21.016972
1760.60625,-18.341179
465.85,-19.955536
151.4775,-21.755564
200.3675,-24.043077
642.53625,-24.836422
397.3825,-25.965288
1209.76375,-21.515287
1413.78875,-20.461914
1296.81,-21.063803
1565.75125,-16.035799
2315.895,-15.552350
2143.0325,-15.481299
1365.4925,-17.283085
1064.09375,-18.313505
994.14375,-19.436657
773.5725,-20.923235
590.20125,-22.312485
503.115,-23.446999
527.08875,-25.059734
497.5375,-25.862982
441.34,-26.774529
140.29125,-28.347324
1122.995,-25.175955
1287.75125,-21.591738
424.935,-23.349689
250.12875,-24.983091
151.67,-26.549807
135.63875,-28.645502
87.595,-29.881695
127.41375,-30.833559
93.55875,-32.501263
53.11,-33.094059
83.31875,-34.137665
763.28375,-19.061695
2561.1475,-15.939829
824.325,-18.089430
272.30125,-19.860788
1117.28875,-21.139381
528.295,-22.954540
116.9225,-24.748243
79.44875,-26.330103
1015.27,-17.415464
1508.89875,-18.127081
1029.06875,-19.153652
974.495,-20.773008
907.93625,-21.912203
1146.82875,-22.359739
441.6675,-20.195818
468.295,-21.522245
782.11125,-22.438236
1396.16875,-23.240480
1151.36375,-22.537718
1174.66125,-23.054892
846.10125,-24.624491
223.38,-26.242785
256.085,-27.407587
449.2775,-28.468710
1054.0525,-17.105419
1120.72625,-17.445261
771.25125,-19.348263
487.15625,-21.012655
551.06875,-22.146986
325.115,-24.177296
473.63625,-24.964258
184.095,-27.054852
770.42375,-25.698208
614.95875,-26.397253
220.2525,-28.159775
83.36625,-29.479223
264.63,-26.440638
1735.5375,-19.154104
1526.75375,-17.947828
2775.4575,-13.421541
1403.855,-14.953336
1281.16125,-16.268011
1493.21375,-16.955566
719.25,-18.990046
116.7075,-20.874519
233.79875,-22.489807
1605.19375,-17.292866
1388.68375,-18.360861
1254.58875,-19.276484
173.8475,-21.766560
382.52625,-23.568352
2037.54375,-16.877213
2003.68,-18.042162
1130.01375,-18.960514
1170.69625,-20.149460
1009.8875,-21.477253
921.4975,-22.208878
896.88125,-23.064028
1155.29875,-23.716770
1384.85125,-23.091854
1324.0025,-20.486809
420.40375,-22.187145
1380.74125,-19.425060
1328.64125,-19.715387
241.415,-21.512093
371.79,-23.324213
809.68,-23.466356
786.9025,-24.273542
677.66,-24.896601
165.01125,-26.923439
104.29125,-28.276564
615.24875,-24.004734
1265.07625,-20.645517
1191.8875,-21.387215
1043.545,-22.112690
813.7375,-22.796921
1111.5375,-21.504686
1274.2525,-22.382286
1281.6825,-19.836996
999.255,-20.643230
811.33625,-21.283739
455.07375,-22.776428
527.31875,-23.914238
1032.8725,-24.076532
1014.9625,-22.407387
538.31,-23.612099
55.9775,-25.338369
24.14875,-27.784111
18.53,-29.182518
18.8275,-30.528160
195.9525,-30.817234
162.85125,-31.179176
176.1,-31.908157
209.02875,-31.674332
201.2825,-32.289021
275.805,-32.835419
295.12125,-33.258804
237.7625,-33.612793
206.62,-34.257072
127.4025,-34.893250
90.5825,-35.632153
58.93375,-36.054058
38.85,-36.845154
25.355,-36.707417
23.38,-33.465519
32.2925,-34.751427
94.8775,-35.129059
722.865,-19.676977
1685.36625,-20.338913
679.2625,-21.410875
330.79625,-23.646826
1112.57125,-23.017595
1141.08875,-23.701323
963.7925,-23.704727
431.495,-25.088953
1004.7975,-25.718142
1583.51875,-22.439220
1380.20625,-21.761889
1066.94,-22.092363
906.73375,-22.745516
746.275,-23.686817
862.0775,-23.678947
635.145,-25.104214
306.39375,-26.429602
1671.84375,-22.197039
1259.06,-21.399406
1241.97125,-21.847944
922.59375,-22.687538
1316.80875,-22.940874
1683.79125,-19.645218
1549.65375,-20.184803
1034.615,-21.020185
1639.165,-21.144478
704.54375,-21.798294
485.5925,-23.182861
743.42875,-24.052895
2039.0525,-18.913115
1719.7225,-16.388336
1331.26125,-17.115286
946.285,-18.905010
926.69375,-19.759573
798.3375,-20.567118
786.50375,-22.058290
3005.45,-15.049589
2121.2475,-15.676630
767.0525,-17.843847
302.895,-19.602701
1578.285,-20.010033
3442.03,-11.702565
3082.58875,-8.834338
2438.335,-10.169500
434.0875,-12.832356
1425.8,-14.005100
1580.56375,-14.873731
869.90125,-16.868500
119.69875,-18.701439
115.7275,-20.513321
736.58125,-21.881506
1171.3275,-20.354591
1254.46375,-21.652422
1057.99625,-22.262005
771.2775,-22.855381
640.57375,-24.181843
929.5575,-23.889889
188.1375,-25.312140
529.48375,-24.552898
1235.67875,-20.445593
950.30875,-21.339853
661.8275,-22.953033
430.14375,-24.291035
361.28125,-25.493763
1189.50625,-23.179441
1224.5525,-18.563034
973.39125,-19.417589
1290.915,-19.492949
915.435,-20.507624
81.35875,-22.290995
74.06125,-24.740793
733.3725,-21.586637
1071.7575,-22.221354
1025.0825,-21.010010
750.58,-22.203625
354.98875,-23.586460
1040.9775,-24.783306
1311.89375,-21.005646
1434.7575,-21.903402
1480.33375,-18.074100
1222.0375,-18.883411
643.055,-20.163799
758.045,-21.771133
612.2525,-22.615185
373.225,-24.208529
229.98625,-25.578588
193.26375,-26.859959
162.915,-28.675140
454.9225,-25.795338
3254.8225,-15.411685
2655.88875,-12.131605
2814.4125,-13.308704
2643.84,-14.000200
1566.855,-16.225082
1961.085,-16.073742
1596.73125,-16.838558
1545.71875,-18.463615
1546.80375,-19.096848
1384.61,-19.923197
939.56375,-20.854828
174.7775,-22.557302
156.35625,-24.289988
628.95875,-23.505167
1528.97625,-20.127010
1029.00125,-21.052242
1064.375,-22.363327
2204.68,-16.086979
2263.86625,-16.687273
1898.14125,-17.407001
1140.85875,-18.251249
1546.66375,-17.579580
974.99875,-18.989164
993.77625,-19.618969
1090.18875,-20.168383
1870.185,-15.531944
2465.72375,-15.830385
1308.8275,-16.591841
1306.19875,-17.643280
1410.41875,-18.524002
1487.4925,-19.268433
877.6125,-20.673384
165.76125,-22.380537
92.01625,-25.008936
69.21125,-26.492401
49.42625,-28.024614
57.5275,-29.896948
660.81875,-20.114840
653.2925,-20.726229
84.6975,-23.301270
299.76125,-24.651848
320.5325,-25.689125
1065.34875,-21.966896
1073.8025,-22.574661
283.30625,-24.043489
1341.58375,-19.019218
1232.63625,-19.608704
1149.645,-20.552492
713.31875,-21.944166
278.0775,-23.536602
55.385,-25.269867
45.395,-27.515530
35.71375,-29.021837
356.62875,-30.274813
2162.94875,-16.548517
2484.7275,-13.654674
1699.84625,-14.586183
153.78625,-17.344715
238.4125,-19.131382
1019.15,-20.640623
1254.0,-21.162426
823.21,-21.987825
716.3875,-23.016533
602.60875,-24.091991
158.955,-25.687874
507.785,-26.131271
1082.955,-26.031708
639.2775,-26.648823
231.77,-28.643991
40.40625,-30.008623
46.6625,-31.259069
113.075,-32.755150
217.34625,-33.025978
236.9275,-33.589832
165.22875,-30.484373
42.14375,-31.873121
59.8775,-32.701809
1412.26375,-18.813395
1234.22375,-19.100407
1095.8975,-20.085688
1675.4725,-19.052622
2473.9825,-14.235993
2485.98625,-14.765706
1936.0325,-15.983844
1138.975,-16.846428
897.87375,-18.159830
503.9775,-20.286987
103.42,-22.154598
90.80625,-23.893002
135.2225,-26.346504
172.665,-27.733276
98.54375,-29.805737
62.98375,-31.120209
97.11375,-31.783981
1172.365,-20.106440
1471.21625,-19.267712
930.4175,-20.332182
1285.19375,-19.998295
1667.29875,-20.506065
1524.06,-21.116287
984.6625,-18.563959
363.39375,-20.257784
1536.65,-21.099247
1577.035,-21.263599
857.2225,-21.962933
694.90875,-23.072084
463.625,-24.945141
343.37,-26.113426
299.03375,-27.462585
318.79875,-29.198645
352.41625,-30.422489
488.38,-27.298473
1104.24375,-20.697599
388.32125,-22.215059
1673.1275,-23.031708
1986.85625,-15.198279
1259.05875,-16.501728
1625.98,-17.556276
1021.75,-19.066832
219.14625,-20.868986
127.12875,-22.680429
142.02,-24.910519
552.78625,-25.119329
1003.76,-22.638186
767.225,-24.075647
414.36,-25.254173
448.75625,-26.503315
1015.31625,-22.420420
905.1075,-23.056482
452.705,-24.518328
1148.03,-22.100975
982.43625,-22.620655
591.64,-24.222473
690.83625,-24.978996
988.55125,-23.874096
856.95625,-24.668713
806.8525,-23.368801
1049.32375,-23.965918
1132.94875,-23.374405
751.18875,-24.121391
1405.905,-23.803326
1504.62375,-24.309317
1018.2925,-22.983374
271.825,-24.534769
182.65625,-26.967880
289.4,-27.279943
856.005,-26.787107
859.31625,-23.148684
176.14,-24.874733
212.94625,-26.421333
321.5825,-27.248669
475.92125,-27.915720
1121.2025,-18.112677
1742.5125,-18.362099
1246.115,-19.287790
832.7575,-19.967995
152.9125,-22.524504
127.33125,-24.213911
452.23125,-26.014538
807.98625,-26.326832
1015.095,-19.671249
507.40375,-21.566723
304.84,-23.083643
119.08,-24.792250
97.93,-27.045435
921.54125,-17.975828
1341.0275,-18.951450
1131.88,-20.094425
363.68625,-21.946175
1001.93,-22.665358
1335.7575,-22.992290
1143.29625,-21.668995
1505.92,-18.251169
1011.2575,-19.972769
125.83,-21.862007
392.285,-23.420174
1155.41875,-19.767250
986.47375,-20.828981
500.34625,-22.294741
2263.6025,-13.762219
1336.2675,-15.047675
220.28,-16.854740
1272.70125,-18.410128
1272.57375,-19.225513
732.30375,-20.266932
243.0675,-22.714338
102.5925,-24.401398
118.9275,-26.109724
1144.6575,-21.320183
1650.76125,-21.040047
1439.155,-20.051275
1508.13625,-20.407871
1314.7525,-20.900480
807.00875,-22.484640
192.87375,-24.245657
103.8075,-25.684509
71.18625,-27.805513
46.59625,-29.409472
160.115,-30.856297
865.63375,-25.725344
265.43875,-26.908451
448.975,-28.105373
676.50625,-21.692783
986.52875,-18.301758
840.1175,-19.316750
1148.01625,-20.577892
806.09375,-21.517614
127.37125,-23.222473
784.12125,-24.688654
1958.1975,-19.910646
2023.67875,-17.360605
223.41625,-19.821682
154.31,-21.671242
133.33875,-23.444664
145.755,-25.937706
199.89875,-27.430729
196.15625,-28.411983
67.9125,-30.566536
41.575,-31.900490
1118.3,-25.980106
2126.58125,-17.800949
1616.275,-18.402594
2157.43,-17.421844
2488.76375,-16.342148
2301.81125,-14.700064
624.7725,-17.106993
356.28125,-18.824625
743.315,-20.339628
1153.6175,-20.884644
782.46875,-21.855614
641.02,-23.151011
638.08,-24.747154
1009.0,-24.101080
955.53875,-24.754215
729.55125,-25.542603
753.475,-26.204594
511.60375,-27.127884
186.0625,-28.772940
149.36875,-29.784140
70.51625,-30.987558
91.65375,-32.384434
101.65375,-33.008614
113.6625,-33.650070
39.34125,-35.383205
57.595,-35.939346
524.56125,-29.454401
1049.43375,-19.639740
1792.305,-16.540737
1561.82125,-17.445976
1074.68875,-18.939415
799.32875,-20.085732
317.98,-21.923023
276.8625,-23.882875
953.72375,-19.497124
1025.99,-21.000238
794.19375,-21.947279
592.4275,-23.166309
220.56375,-25.477591
91.2175,-27.056471
75.30875,-28.425156
95.5225,-30.115732
86.24625,-31.496012
51.33375,-32.520390
48.07625,-34.053925
43.17375,-35.078876
422.91625,-32.274307
2180.5525,-19.007719
1359.37375,-18.577166
732.2225,-19.963596
368.87875,-22.381424
528.84875,-23.605722
1608.2725,-17.955551
1212.55,-19.166294
859.47625,-20.088835
302.0225,-21.666462
1316.0375,-16.747307
1310.2125,-18.017361
747.91625,-19.030130
705.0875,-20.504358
777.8825,-21.470968
1215.355,-22.057131
1451.8875,-22.548826
1280.10125,-19.977972
1124.24375,-20.414312
768.97125,-21.477167
675.0575,-22.382849
1086.235,-22.907896
672.30875,-23.799576
424.10375,-24.782528
112.8875,-27.136850
130.83125,-28.191904
70.6825,-29.821997
161.19,-31.697403
1486.72125,-21.262503
1062.32625,-21.795855
1301.5225,-22.616158
1367.62875,-18.625528
1176.5225,-15.861259
1095.83,-17.715736
913.46,-18.982368
692.6,-20.200748
973.16125,-20.757071
1404.665,-21.019144
894.41875,-21.854755
885.18625,-23.214252
702.99625,-23.896917
732.24875,-24.967751
644.9625,-24.897884
235.56125,-26.025843
391.0025,-27.594091
631.55625,-28.680490
971.45125,-25.260002
1245.19,-21.789480
922.6675,-20.613819
790.51,-22.069550
687.69125,-23.233355
193.59125,-25.373810
494.18625,-26.226130
608.42,-27.893913
734.715,-28.350685
930.35,-26.906919
756.1025,-24.504128
461.125,-25.576084
107.355,-27.199955
222.6075,-28.514788
684.02375,-28.404263
637.14375,-24.676226
340.34375,-26.660048
447.715,-27.695749
1144.09875,-23.162842
747.15625,-24.491100
927.3425,-22.863705
679.07,-23.484814
252.64,-25.846489
435.8975,-25.426529
243.01875,-26.960646
798.73125,-21.775761
831.17875,-22.343239
841.14,-22.751570
668.525,-23.390476
749.59625,-24.450556
354.15875,-25.708981
906.6625,-25.976530
1037.51,-26.194052
1057.5175,-24.475384
1020.645,-22.198753
950.59875,-22.798313
782.47875,-23.932810
602.64375,-23.598598
605.78875,-24.731691
486.755,-26.318884
175.40125,-27.837807
132.28125,-29.260220
83.765,-31.167938
58.6275,-32.613277
57.28125,-33.754692
37.09125,-35.336304
37.3875,-35.935890
27.38375,-36.102356
37.625,-35.931221
93.455,-36.630962
61.61125,-36.825970
42.38875,-38.026848
44.26625,-37.636837
50.73375,-32.485603
93.10125,-33.898308
118.0275,-34.173054
81.1875,-34.881378
59.85375,-36.043278
27.26875,-36.813431
45.12125,-37.483364
952.71375,-21.195698
2716.22875,-15.173426
1614.0175,-15.963691
1750.6475,-17.155331
1323.97625,-17.749084
1806.86375,-17.154909
1580.385,-17.717566
1653.4625,-18.405312
1291.1825,-19.744158
1608.9,-18.888662
1427.26125,-19.548018
918.8075,-21.374306
282.1525,-23.067915
101.99875,-24.578068
64.35125,-27.177082
251.8275,-27.844603
110.83125,-29.262680
106.7025,-31.443863
105.8525,-32.307396
104.155,-33.369724
134.76875,-33.036064
146.96,-33.916981
182.8725,-32.038620
207.785,-32.947498
151.42875,-33.736305
79.1325,-34.340603
47.7375,-36.164421
31.76,-36.089294
44.465,-32.753960
729.25125,-25.344015
260.2825,-26.885929
846.07375,-27.885180
1502.54125,-20.445860
999.08875,-21.610907
1394.86625,-20.840717
1377.805,-21.463137
1084.77,-20.128105
1191.075,-20.660206
1172.62875,-21.519106
922.1325,-21.937323
640.8925,-23.147781
602.625,-24.351002
995.575,-24.907768
896.11625,-24.856897
943.8225,-23.571096
658.66375,-24.475067
583.78375,-25.510288
1456.565,-19.992437
920.57375,-21.336740
718.53,-23.095224
470.52875,-24.211740
177.6325,-25.703659
883.93875,-24.221218
937.26375,-24.492716
1211.2325,-24.230923
1449.735,-21.471426
692.46375,-22.511936
110.74625,-24.163265
441.905,-23.797186
838.2475,-23.984673
804.84,-24.477465
282.25,-26.475887
144.78875,-28.138939
1088.505,-22.498917
1122.51125,-22.807543
1197.35125,-22.915575
884.27625,-23.160692
778.03375,-24.433764
845.2925,-24.631533
1132.56625,-24.179522
526.14375,-25.395639
231.66625,-26.795309
174.8025,-28.046171
115.13375,-30.018957
106.80375,-31.179392
81.31,-33.228596
318.4925,-33.077747
1353.86,-24.751095
1983.37,-19.772614
5613.51625,-7.084871
2844.28,-8.526498
3432.10125,-9.352201
2820.59,-10.586661
3781.81125,-12.005719
3777.4775,-12.798541
2890.72,-9.889115
2091.13625,-11.168149
1493.93125,-13.017224
1311.70125,-14.382792
992.97875,-15.635751
487.6375,-18.124098
1180.2475,-18.976501
1664.32875,-19.650639
1523.28125,-19.893190
1056.365,-20.280327
1005.0375,-20.968199
1072.17375,-21.626837
1202.70875,-22.230330
457.6375,-23.400339
2137.6775,-13.757331
3448.73375,-13.506343
2814.20375,-13.767300
1776.77875,-15.237138
1634.05375,-16.714966
445.2225,-19.136784
226.82875,-20.954975
117.34375,-22.837811
74.93,-25.345409
72.15125,-26.935070
85.28875,-28.336304
103.7425,-30.457615
99.53625,-31.783186
67.90125,-33.032902
235.325,-28.773718
1336.2775,-21.260118
1474.935,-18.876602
1203.54875,-20.167242
1036.89125,-20.257797
709.78375,-21.094503
741.555,-22.289669
934.58,-22.327965
431.72625,-23.324860
153.9375,-25.958902
136.06125,-27.668713
899.18125,-21.152876
543.65,-22.913803
134.59,-24.629040
95.54,-27.241167
85.52125,-28.868628
79.04,-30.527561
92.25625,-29.420433
123.40125,-30.635277
151.11,-31.287441
158.45,-32.752132
68.6625,-34.102272
70.99625,-32.299046
171.64375,-29.382891
1239.06375,-21.782915
1609.23,-19.945312
1207.03375,-21.035360
869.98125,-21.836802
353.0025,-23.252800
894.47375,-18.721025
1012.37875,-20.019184
1226.96375,-20.696070
1069.82125,-21.796043
317.06125,-23.442141
816.8525,-24.988583
2065.945,-17.829237
1440.20375,-18.599945
898.9325,-19.955515
781.8,-22.037130
623.20125,-23.007715
261.47875,-24.512465
201.4925,-26.577574
218.61625,-28.223263
497.71875,-28.639936
546.56375,-29.928352
335.28625,-30.802013
151.73,-31.697466
63.535,-33.456398
647.59625,-22.568634
1151.355,-22.238792
542.0675,-23.989115
218.94125,-25.511557
915.595,-26.314146
1635.71125,-19.644396
1454.55,-19.646673
498.46875,-21.719505
164.895,-23.408478
325.46625,-24.919758
985.61625,-25.496174
897.68625,-22.919916
774.6125,-23.438995
686.8475,-25.012283
597.6925,-25.163897
235.875,-26.685059
200.1025,-28.840012
447.63375,-28.197670
900.32875,-23.627605
812.27875,-24.750824
851.42375,-25.206581
900.21625,-22.739607
913.655,-23.827383
885.1025,-24.422304
964.18375,-24.853254
870.1625,-25.625454
877.46625,-24.082096
760.53,-24.771082
531.97125,-23.778471
340.5325,-25.252724
174.55625,-26.784622
286.855,-28.719936
124.66625,-29.982016
502.2325,-30.965040
1131.4925,-24.921190
774.56625,-25.429455
852.04625,-26.017389
909.63875,-26.412149
1009.41625,-25.566362
949.11625,-25.794537
738.5975,-26.365149
472.255,-27.024807
548.74375,-28.646589
865.07375,-23.801907
1256.54125,-22.852772
801.19,-23.773960
612.4175,-24.612429
98.505,-26.027731
781.395,-21.898935
908.39125,-23.190931
226.13625,-24.827991
82.2675,-27.472168
73.21,-29.015247
65.575,-30.491501
57.42125,-32.470840
38.84,-33.526676
31.43625,-34.495823
34.66125,-35.474163
22.78375,-36.248741
45.85,-34.130989
33.95625,-33.847630
36.415,-34.526791
111.89375,-35.336552
67.11125,-34.900345
36.5125,-35.722221
35.395,-36.373577
41.64,-35.282429
24.495,-36.558006
23.19,-37.447399
22.4275,-35.779324
53.5525,-35.486996
60.41,-35.181942
29.41375,-36.099987
64.4125,-37.079296
67.9275,-34.935059
26.18625,-35.739212
41.3875,-35.971489
96.25,-35.083363
55.76,-35.987316
35.68,-36.273945
20.36375,-36.904106
21.82125,-37.608429
128.105,-37.887848
133.92,-31.890755
287.6525,-27.844496
303.83125,-28.949905
93.63875,-30.798418
63.65875,-32.025917
98.5475,-32.908321
39.16875,-34.348648
43.2975,-35.551151
79.10125,-34.153225
99.92,-31.215231
73.5525,-32.200993
42.595,-33.192951
27.8475,-34.214565
32.7,-35.356430
28.17875,-36.043484
24.6475,-37.242943
43.15,-36.656704
135.68375,-35.979271
74.39625,-35.534462
58.2875,-36.518574
39.7825,-37.490406
36.9275,-37.827389
43.13375,-38.368553
33.02375,-38.909901
21.3475,-40.019249
23.7225,-39.208199
23.91,-36.772110
554.68,-30.576681
2534.04375,-14.056231
2396.72625,-14.874006
2097.1275,-15.472897
1403.4275,-16.473173
562.6875,-18.834047
186.78375,-20.697559
78.32875,-22.537243
100.8775,-25.065882
1020.63625,-21.680748
520.06875,-22.941723
1440.3775,-21.071535
1581.12,-19.672447
1423.91375,-17.293154
1310.0325,-18.649179
909.29125,-20.025726
449.41125,-21.734510
1294.605,-22.371742
1008.10875,-23.014263
469.69625,-24.164677
502.535,-25.944073
1254.0375,-22.609148
1252.79125,-22.775047
1094.71875,-23.131330
1065.12625,-23.406826
896.0825,-23.043383
1210.135,-23.478506
1063.9275,-23.846453
1097.2825,-20.140657
147.875,-21.944059
841.63625,-18.663008
1036.43875,-20.292658
967.73625,-21.164093
1162.55,-20.996735
1043.89875,-21.976206
898.43125,-22.800453
735.22375,-23.411160
1015.3,-23.091892
754.445,-24.166969
693.53875,-24.663067
288.1125,-26.375483
880.94625,-24.777895
1141.83375,-23.986347
1173.83,-20.903028
944.8325,-21.351931
749.78375,-22.152868
858.66625,-23.365881
607.17625,-24.243534
135.36125,-25.742212
627.82625,-27.070297
688.715,-27.747887
1943.44375,-16.915131
1791.62625,-17.975676
1390.5225,-17.324705
740.11375,-18.446646
559.04125,-20.649847
485.22,-22.063185
1361.8375,-23.629904
2639.17125,-11.703812
2845.35125,-12.536092
1722.42375,-14.048793
1356.70375,-15.117604
2126.37625,-15.782694
1845.63625,-17.149799
1549.01875,-18.212614
1436.22875,-19.087523
1058.57875,-20.194334
959.83875,-20.942257
851.835,-21.944958
632.31625,-23.321514
1141.33,-21.159927
1134.12625,-22.002562
1009.83625,-21.245703
1085.44625,-22.056040
1120.4975,-20.836082
1016.90625,-22.148705
868.05,-22.875647
429.26625,-24.218840
1363.675,-20.715588
3932.85625,-14.702427
5559.44375,-15.405908
3674.7675,-6.331226
1267.41125,-8.053008
552.74875,-9.945416
307.16,-12.853742
183.99875,-14.808626
154.61125,-16.674273
825.1475,-19.050375
175.16625,-20.838144
152.94625,-23.411688
483.06125,-24.702808
171.2725,-26.286585
155.00625,-28.517851
619.32625,-14.947833
195.165,-16.820404
145.63375,-19.632872
533.1075,-21.482883
325.77,-22.729431
143.99875,-25.349354
108.8625,-26.974342
888.1975,-28.498201
257.91,-29.830149
162.48625,-31.300798
1711.94375,-21.321358
553.82875,-21.070801
367.27375,-22.687315
209.14625,-24.115694
83.6325,-26.417559
128.02,-27.996004
213.405,-29.455036
144.10875,-31.524965
1062.08,-25.511972
210.6175,-27.038496
119.74875,-29.404936
135.78375,-30.979019
110.77875,-33.033443
150.83,-33.741478
125.05625,-34.597599
99.01625,-35.204845
851.44625,-11.609656
414.905,-13.455791
116.34625,-16.402176
70.86125,-18.373001
60.5675,-20.322905
80.54875,-23.032097
70.2,-24.642921
83.49625,-26.381140
103.3925,-28.599936
88.935,-30.155773
83.84125,-31.455212
83.0375,-33.329380
77.945,-34.284668
83.84,-35.341427
93.4175,-34.840874
74.5025,-35.685894
116.33125,-36.410580
66.015,-37.250805
78.99875,-32.384823
66.1525,-33.369656
75.93125,-34.767742
83.13,-33.822926
108.245,-34.599052
98.32125,-35.242970
97.995,-34.154736
125.65625,-34.628124
182.7375,-33.429047
155.41375,-33.226547
211.565,-31.045557
273.81,-30.486330
158.24875,-31.632738
218.62875,-32.140991
411.12375,-30.524439
500.765,-25.901537
2075.89625,-14.659132
2293.38375,-15.464591
2191.39375,-15.874685
1458.23,-17.551266
647.335,-19.139355
229.30875,-20.875830
467.19,-22.953705
987.67625,-23.690098
2163.9175,-15.089627
1977.99875,-16.185154
1343.0325,-17.430361
1221.98875,-17.938780
545.1975,-20.102106
1191.98625,-20.833521
1362.2825,-21.630136
1582.21875,-22.712616
1551.19875,-23.275259
1812.825,-16.827574
1274.56625,-18.247353
1445.5925,-18.908592
1745.98375,-19.337231
1430.43375,-20.508224
1302.29625,-18.633324
1018.32875,-19.899776
1144.76,-21.913673
1036.92,-22.684301
1158.62375,-22.634281
2038.41875,-16.707684
1205.75375,-17.539440
828.87625,-18.998070
1074.83625,-20.766819
1237.99125,-19.470371
1296.54875,-20.450476
904.82375,-21.275629
691.00125,-22.298687
1096.0975,-19.538122
1216.84125,-20.991953
1280.905,-22.091009
1414.2675,-23.338392
2187.62125,-14.124373
2555.375,-14.525292
1467.87875,-15.834119
139.84,-17.791834
295.3025,-19.494043
1018.7475,-20.990210
1363.64625,-21.631086
1637.99375,-20.888613
1210.73125,-21.927853
851.85125,-22.649639
874.09,-23.326321
744.3475,-24.580135
