decibel
-42.566639
-35.566540
-34.558372
-35.375599
-36.218288
-32.073162
-33.543045
-34.589790
-35.421738
-36.003117
-36.870441
-37.007294
-37.865429
-34.710381
-35.571529
-36.714928
-34.078403
-34.997040
-35.568970
-31.396496
-29.910139
-31.279869
-33.027622
-33.522823
-33.865223
-34.861595
-34.453373
-35.457478
-36.509407
-34.590855
-35.534149
-31.565475
-32.310642
-33.604515
-33.585674
-33.920288
-30.482889
-31.348999
-32.229916
-32.148949
-32.866283
-33.417477
-31.899557
-31.984793
-32.726330
-34.397408
-33.080082
-33.596226
-33.617683
-33.933121
-31.353760
-32.332897
-31.307709
-32.118095
-22.030977
-15.501575
-12.196237
-12.559022
-13.737530
-15.380002
-17.702581
-17.509113
-17.629374
-18.211594
-13.604688
-14.699720
-15.117296
-15.872725
-17.078514
-17.597626
-18.313208
-17.941780
-17.692944
-18.370968
-19.268299
-20.071430
-20.290014
-21.133121
-22.426325
-23.166336
-19.324211
-20.353065
-21.334209
-21.069881
-22.333979
-23.568632
-26.086357
-27.709045
-16.546782
-19.214491
-20.924175
