decibel
-28.926781
-30.047396
-31.035423
-32.162109
-33.656113
-32.741264
-33.105518
-34.510178
-35.172749
-34.858612
-35.993755
-36.973293
-36.650513
-32.427639
-33.187935
-34.137199
-35.660942
-36.240707
-36.450493
-37.826431
-37.373272
-30.723471
-32.223812
-33.163620
-31.436602
-33.187904
-34.110954
-35.123726
-35.915432
-32.187565
-33.132187
-33.510792
-33.441372
-33.204388
-34.266464
-35.217731
-35.045506
-34.287334
-34.776001
-36.306721
-37.294594
-36.245201
-32.702446
-31.707720
-32.893333
-29.611258
-30.670763
-31.802998
-33.273151
-34.263165
-34.821571
-35.575008
-35.929569
-36.487610
-17.697340
-16.209167
-17.527107
-19.307981
-18.896025
-19.788483
-20.414091
-20.720905
-22.638494
-23.484293
-23.666834
-24.305546
-24.774960
-25.223429
-25.838339
-22.809610
-22.527880
-23.851736
-23.591156
-23.980061
-24.923275
-25.487482
-26.372541
-25.517941
-27.177261
-28.664524
-11.729745
-12.271666
-7.728874
-9.532602
-10.462010
-11.649995
-13.937935
-15.357732
-17.021910
-18.852406
-20.221304
-22.222076
-23.092857
-24.183008
-26.428493
-27.743490
-21.322800
-22.611191
-23.279640
-24.332817
-24.768814
-25.684898
-23.816702
-24.958099
-25.763777
-26.180765
-27.417465
-27.147770
-27.557444
-29.733496
-30.926754
-32.000805
-33.829395
-26.999039
-27.820562
-28.060932
-29.565626
-30.649464
-32.177383
-33.125248
-30.270071
-30.952940
-20.846004
-18.500872
-19.795975
-21.560411
-24.238190
-25.580265
-26.131363
-18.208654
-14.789165
-15.790834
-17.237270
-16.262053
-17.537212
-19.597881
-19.974836
-16.908808
-17.696709
-18.175491
-19.214710
-21.373131
-23.020491
-23.218983
-19.751322
-19.963177
-20.559439
-19.506039
-20.401554
-21.408232
-23.643957
-25.268757
-15.780930
-17.145250
-17.973778
-18.637915
-19.519562
-20.691086
-22.429552
-23.427591
-23.945150
-25.714758
-26.886742
-28.498276
-30.532328
-31.365841
-32.254700
-33.164352
-23.384203
-24.283150
-25.597849
-26.426279
-18.082937
-15.026368
-16.529739
-18.103191
-19.922117
-18.173147
-19.480349
-20.593666
-15.297571
-16.302071
-17.442921
-18.544064
-20.066319
-20.846733
-21.016972
-18.341179
-19.955536
-21.755564
-24.043077
-24.836422
-25.965288
-21.515287
-20.461914
-21.063803
-16.035799
-15.552350
-15.481299
-17.283085
-18.313505
-19.436657
-20.923235
-22.312485
-23.446999
-25.059734
-25.862982
-26.774529
-28.347324
-25.175955
-21.591738
-23.349689
-24.983091
-26.549807
-28.645502
-29.881695
-30.833559
-32.501263
-33.094059
-34.137665
-19.061695
-15.939829
-18.089430
-19.860788
-21.139381
-22.954540
-24.748243
-26.330103
-17.415464
-18.127081
-19.153652
-20.773008
-21.912203
-22.359739
-20.195818
-21.522245
-22.438236
-23.240480
-22.537718
-23.054892
-24.624491
-26.242785
-27.407587
-28.468710
-17.105419
-17.445261
-19.348263
-21.012655
-22.146986
-24.177296
-24.964258
-27.054852
-25.698208
-26.397253
-28.159775
-29.479223
-26.440638
-19.154104
-17.947828
-13.421541
-14.953336
-16.268011
-16.955566
-18.990046
-20.874519
-22.489807
-17.292866
-18.360861
-19.276484
-21.766560
-23.568352
-16.877213
-18.042162
-18.960514
-20.149460
-21.477253
-22.208878
-23.064028
-23.716770
-23.091854
-20.486809
-22.187145
-19.425060
-19.715387
-21.512093
-23.324213
-23.466356
-24.273542
-24.896601
-26.923439
-28.276564
-24.004734
-20.645517
-21.387215
-22.112690
-22.796921
-21.504686
-22.382286
-19.836996
-20.643230
-21.283739
-22.776428
-23.914238
-24.076532
-22.407387
-23.612099
-25.338369
-27.784111
-29.182518
-30.528160
-30.817234
-31.179176
-31.908157
-31.674332
-32.289021
-32.835419
-33.258804
-33.612793
-34.257072
-34.893250
-35.632153
-36.054058
-36.845154
-36.707417
-33.465519
-34.751427
-35.129059
-19.676977
-20.338913
-21.410875
-23.646826
-23.017595
-23.701323
-23.704727
-25.088953
-25.718142
-22.439220
-21.761889
-22.092363
-22.745516
-23.686817
-23.678947
-25.104214
-26.429602
-22.197039
-21.399406
-21.847944
-22.687538
-22.940874
-19.645218
-20.184803
-21.020185
-21.144478
-21.798294
-23.182861
-24.052895
